Location,Time,Variant,Value
Austria,2024,Zero-migration,9116408.5
Austria,2025,Zero-migration,9099168.5
Austria,2026,Zero-migration,9080693
Austria,2027,Zero-migration,9060796.5
Austria,2028,Zero-migration,9039273.5
Austria,2029,Zero-migration,9015912.5
Austria,2030,Zero-migration,8990569
Austria,2031,Zero-migration,8963145
Austria,2032,Zero-migration,8933697.5
Austria,2033,Zero-migration,8902346
Austria,2034,Zero-migration,8869172
Austria,2035,Zero-migration,8834318.5
Austria,2036,Zero-migration,8797982.5
Austria,2037,Zero-migration,8760346.5
Austria,2038,Zero-migration,8721536.5
Austria,2039,Zero-migration,8681593.5
Austria,2040,Zero-migration,8640569
Austria,2041,Zero-migration,8598500.5
Austria,2042,Zero-migration,8555437
Austria,2043,Zero-migration,8511278
Austria,2044,Zero-migration,8465822
Austria,2045,Zero-migration,8419000
Austria,2046,Zero-migration,8370773.5
Austria,2047,Zero-migration,8321075.5
Austria,2048,Zero-migration,8269811.5
Austria,2049,Zero-migration,8216859
Austria,2050,Zero-migration,8162207
Austria,2051,Zero-migration,8105839
Austria,2052,Zero-migration,8047704
Austria,2053,Zero-migration,7987990
Austria,2054,Zero-migration,7926777
Austria,2055,Zero-migration,7864132
Austria,2056,Zero-migration,7800306
Austria,2057,Zero-migration,7735520
Austria,2058,Zero-migration,7669995
Austria,2059,Zero-migration,7603863.5
Austria,2060,Zero-migration,7537415.5
Austria,2061,Zero-migration,7470979.5
Austria,2062,Zero-migration,7404712
Austria,2063,Zero-migration,7338698.5
Austria,2064,Zero-migration,7273067.5
Austria,2065,Zero-migration,7207997
Austria,2066,Zero-migration,7143496
Austria,2067,Zero-migration,7079538
Austria,2068,Zero-migration,7016159.5
Austria,2069,Zero-migration,6953278.5
Austria,2070,Zero-migration,6890825
Austria,2071,Zero-migration,6828690.5
Austria,2072,Zero-migration,6766625.5
Austria,2073,Zero-migration,6704647.5
Austria,2074,Zero-migration,6642718
Austria,2075,Zero-migration,6580718
Austria,2076,Zero-migration,6518625.5
Austria,2077,Zero-migration,6456386
Austria,2078,Zero-migration,6394060.5
Austria,2079,Zero-migration,6331713.5
Austria,2080,Zero-migration,6269368.5
Austria,2081,Zero-migration,6207137.5
Austria,2082,Zero-migration,6145143.5
Austria,2083,Zero-migration,6083555
Austria,2084,Zero-migration,6022520.5
Austria,2085,Zero-migration,5962146.5
Austria,2086,Zero-migration,5902530
Austria,2087,Zero-migration,5843660
Austria,2088,Zero-migration,5785721
Austria,2089,Zero-migration,5728881.5
Austria,2090,Zero-migration,5673142
Austria,2091,Zero-migration,5618591.5
Austria,2092,Zero-migration,5565369.5
Austria,2093,Zero-migration,5513510
Austria,2094,Zero-migration,5462949.5
Austria,2095,Zero-migration,5413655
Austria,2096,Zero-migration,5365554.5
Austria,2097,Zero-migration,5318511
Austria,2098,Zero-migration,5272377
Austria,2099,Zero-migration,5227006
Austria,2100,Zero-migration,5182231
Belgium,2024,Zero-migration,11720642
Belgium,2025,Zero-migration,11706212
Belgium,2026,Zero-migration,11690986.5
Belgium,2027,Zero-migration,11674750
Belgium,2028,Zero-migration,11657427
Belgium,2029,Zero-migration,11639046
Belgium,2030,Zero-migration,11619509
Belgium,2031,Zero-migration,11598740
Belgium,2032,Zero-migration,11576680
Belgium,2033,Zero-migration,11553252
Belgium,2034,Zero-migration,11528415.5
Belgium,2035,Zero-migration,11502189.5
Belgium,2036,Zero-migration,11474642.5
Belgium,2037,Zero-migration,11445905
Belgium,2038,Zero-migration,11416006
Belgium,2039,Zero-migration,11384794
Belgium,2040,Zero-migration,11352159.5
Belgium,2041,Zero-migration,11318104
Belgium,2042,Zero-migration,11282483.5
Belgium,2043,Zero-migration,11245106
Belgium,2044,Zero-migration,11205892
Belgium,2045,Zero-migration,11164729
Belgium,2046,Zero-migration,11121457.5
Belgium,2047,Zero-migration,11076059
Belgium,2048,Zero-migration,11028522.5
Belgium,2049,Zero-migration,10978821
Belgium,2050,Zero-migration,10927051
Belgium,2051,Zero-migration,10873048
Belgium,2052,Zero-migration,10816750
Belgium,2053,Zero-migration,10758365.5
Belgium,2054,Zero-migration,10698065
Belgium,2055,Zero-migration,10635989.5
Belgium,2056,Zero-migration,10572324.5
Belgium,2057,Zero-migration,10507328
Belgium,2058,Zero-migration,10441319.5
Belgium,2059,Zero-migration,10374666
Belgium,2060,Zero-migration,10307633.5
Belgium,2061,Zero-migration,10240262.5
Belgium,2062,Zero-migration,10172711
Belgium,2063,Zero-migration,10105323
Belgium,2064,Zero-migration,10038118
Belgium,2065,Zero-migration,9971171.5
Belgium,2066,Zero-migration,9904665
Belgium,2067,Zero-migration,9838512.5
Belgium,2068,Zero-migration,9772708
Belgium,2069,Zero-migration,9707275
Belgium,2070,Zero-migration,9642198.5
Belgium,2071,Zero-migration,9577481
Belgium,2072,Zero-migration,9512986
Belgium,2073,Zero-migration,9448588
Belgium,2074,Zero-migration,9384065
Belgium,2075,Zero-migration,9319309
Belgium,2076,Zero-migration,9254400
Belgium,2077,Zero-migration,9189269.5
Belgium,2078,Zero-migration,9123805
Belgium,2079,Zero-migration,9058043.5
Belgium,2080,Zero-migration,8991987.5
Belgium,2081,Zero-migration,8925589.5
Belgium,2082,Zero-migration,8858872
Belgium,2083,Zero-migration,8791841.5
Belgium,2084,Zero-migration,8724542
Belgium,2085,Zero-migration,8657118
Belgium,2086,Zero-migration,8589726.5
Belgium,2087,Zero-migration,8522323.5
Belgium,2088,Zero-migration,8455013.5
Belgium,2089,Zero-migration,8387964
Belgium,2090,Zero-migration,8321191.5
Belgium,2091,Zero-migration,8254725.5
Belgium,2092,Zero-migration,8188654
Belgium,2093,Zero-migration,8123102
Belgium,2094,Zero-migration,8058097
Belgium,2095,Zero-migration,7993708.5
Belgium,2096,Zero-migration,7929823
Belgium,2097,Zero-migration,7866276.5
Belgium,2098,Zero-migration,7802938
Belgium,2099,Zero-migration,7739665
Belgium,2100,Zero-migration,7676526.5
Bulgaria,2024,Zero-migration,6757429
Bulgaria,2025,Zero-migration,6715514.5
Bulgaria,2026,Zero-migration,6672986.5
Bulgaria,2027,Zero-migration,6629857.5
Bulgaria,2028,Zero-migration,6586189
Bulgaria,2029,Zero-migration,6542098.5
Bulgaria,2030,Zero-migration,6497649
Bulgaria,2031,Zero-migration,6452922.5
Bulgaria,2032,Zero-migration,6408092
Bulgaria,2033,Zero-migration,6363290.5
Bulgaria,2034,Zero-migration,6318605
Bulgaria,2035,Zero-migration,6274139.5
Bulgaria,2036,Zero-migration,6229982.5
Bulgaria,2037,Zero-migration,6186227.5
Bulgaria,2038,Zero-migration,6142941.5
Bulgaria,2039,Zero-migration,6100224
Bulgaria,2040,Zero-migration,6058130.5
Bulgaria,2041,Zero-migration,6016686
Bulgaria,2042,Zero-migration,5975955
Bulgaria,2043,Zero-migration,5935914
Bulgaria,2044,Zero-migration,5896448
Bulgaria,2045,Zero-migration,5857456
Bulgaria,2046,Zero-migration,5818859.5
Bulgaria,2047,Zero-migration,5780607
Bulgaria,2048,Zero-migration,5742666.5
Bulgaria,2049,Zero-migration,5704948.5
Bulgaria,2050,Zero-migration,5667401
Bulgaria,2051,Zero-migration,5630017.5
Bulgaria,2052,Zero-migration,5592703
Bulgaria,2053,Zero-migration,5555426.5
Bulgaria,2054,Zero-migration,5518157
Bulgaria,2055,Zero-migration,5480830.5
Bulgaria,2056,Zero-migration,5443516.5
Bulgaria,2057,Zero-migration,5406211
Bulgaria,2058,Zero-migration,5368866
Bulgaria,2059,Zero-migration,5331439.5
Bulgaria,2060,Zero-migration,5293932.5
Bulgaria,2061,Zero-migration,5256446.5
Bulgaria,2062,Zero-migration,5219043
Bulgaria,2063,Zero-migration,5181824
Bulgaria,2064,Zero-migration,5144879.5
Bulgaria,2065,Zero-migration,5108241.5
Bulgaria,2066,Zero-migration,5071999
Bulgaria,2067,Zero-migration,5036281
Bulgaria,2068,Zero-migration,5001186
Bulgaria,2069,Zero-migration,4966776
Bulgaria,2070,Zero-migration,4933139
Bulgaria,2071,Zero-migration,4900325
Bulgaria,2072,Zero-migration,4868316.5
Bulgaria,2073,Zero-migration,4837195
Bulgaria,2074,Zero-migration,4807028
Bulgaria,2075,Zero-migration,4777762.5
Bulgaria,2076,Zero-migration,4749402
Bulgaria,2077,Zero-migration,4721971
Bulgaria,2078,Zero-migration,4695439.5
Bulgaria,2079,Zero-migration,4669795
Bulgaria,2080,Zero-migration,4644969
Bulgaria,2081,Zero-migration,4620894.5
Bulgaria,2082,Zero-migration,4597593
Bulgaria,2083,Zero-migration,4575068.5
Bulgaria,2084,Zero-migration,4553307.5
Bulgaria,2085,Zero-migration,4532235.5
Bulgaria,2086,Zero-migration,4511794.5
Bulgaria,2087,Zero-migration,4491952
Bulgaria,2088,Zero-migration,4472598
Bulgaria,2089,Zero-migration,4453615
Bulgaria,2090,Zero-migration,4434898.5
Bulgaria,2091,Zero-migration,4416371
Bulgaria,2092,Zero-migration,4397926
Bulgaria,2093,Zero-migration,4379431.5
Bulgaria,2094,Zero-migration,4360826
Bulgaria,2095,Zero-migration,4342054.5
Bulgaria,2096,Zero-migration,4323038.5
Bulgaria,2097,Zero-migration,4303793
Bulgaria,2098,Zero-migration,4284334.5
Bulgaria,2099,Zero-migration,4264702
Bulgaria,2100,Zero-migration,4244895
Croatia,2024,Zero-migration,3877916.5
Croatia,2025,Zero-migration,3855127
Croatia,2026,Zero-migration,3832417
Croatia,2027,Zero-migration,3809777
Croatia,2028,Zero-migration,3787213.5
Croatia,2029,Zero-migration,3764720
Croatia,2030,Zero-migration,3742269.5
Croatia,2031,Zero-migration,3719817.5
Croatia,2032,Zero-migration,3697310.5
Croatia,2033,Zero-migration,3674696
Croatia,2034,Zero-migration,3651971
Croatia,2035,Zero-migration,3629165
Croatia,2036,Zero-migration,3606257.5
Croatia,2037,Zero-migration,3583202.5
Croatia,2038,Zero-migration,3560029
Croatia,2039,Zero-migration,3536731
Croatia,2040,Zero-migration,3513283
Croatia,2041,Zero-migration,3489723.5
Croatia,2042,Zero-migration,3466037
Croatia,2043,Zero-migration,3442233
Croatia,2044,Zero-migration,3418252.5
Croatia,2045,Zero-migration,3394068.5
Croatia,2046,Zero-migration,3369744
Croatia,2047,Zero-migration,3345318.5
Croatia,2048,Zero-migration,3320802
Croatia,2049,Zero-migration,3296155.5
Croatia,2050,Zero-migration,3271427.5
Croatia,2051,Zero-migration,3246665
Croatia,2052,Zero-migration,3221913
Croatia,2053,Zero-migration,3197215
Croatia,2054,Zero-migration,3172568.5
Croatia,2055,Zero-migration,3148003
Croatia,2056,Zero-migration,3123526
Croatia,2057,Zero-migration,3099115.5
Croatia,2058,Zero-migration,3074786
Croatia,2059,Zero-migration,3050597
Croatia,2060,Zero-migration,3026572.5
Croatia,2061,Zero-migration,3002687.5
Croatia,2062,Zero-migration,2978967.5
Croatia,2063,Zero-migration,2955403.5
Croatia,2064,Zero-migration,2931991
Croatia,2065,Zero-migration,2908756.5
Croatia,2066,Zero-migration,2885698.5
Croatia,2067,Zero-migration,2862818.5
Croatia,2068,Zero-migration,2840143
Croatia,2069,Zero-migration,2817707
Croatia,2070,Zero-migration,2795517
Croatia,2071,Zero-migration,2773572
Croatia,2072,Zero-migration,2751878
Croatia,2073,Zero-migration,2730462
Croatia,2074,Zero-migration,2709331
Croatia,2075,Zero-migration,2688485.5
Croatia,2076,Zero-migration,2667948.5
Croatia,2077,Zero-migration,2647727.5
Croatia,2078,Zero-migration,2627811
Croatia,2079,Zero-migration,2608176.5
Croatia,2080,Zero-migration,2588824.5
Croatia,2081,Zero-migration,2569742
Croatia,2082,Zero-migration,2550884
Croatia,2083,Zero-migration,2532236.5
Croatia,2084,Zero-migration,2513788
Croatia,2085,Zero-migration,2495501
Croatia,2086,Zero-migration,2477334
Croatia,2087,Zero-migration,2459252
Croatia,2088,Zero-migration,2441238.5
Croatia,2089,Zero-migration,2423290.5
Croatia,2090,Zero-migration,2405384.5
Croatia,2091,Zero-migration,2387502.5
Croatia,2092,Zero-migration,2369672
Croatia,2093,Zero-migration,2351884.5
Croatia,2094,Zero-migration,2334158
Croatia,2095,Zero-migration,2316535
Croatia,2096,Zero-migration,2299003
Croatia,2097,Zero-migration,2281579.5
Croatia,2098,Zero-migration,2264254
Croatia,2099,Zero-migration,2247004
Croatia,2100,Zero-migration,2229867
Cyprus,2024,Zero-migration,1354215
Cyprus,2025,Zero-migration,1358693
Cyprus,2026,Zero-migration,1362641
Cyprus,2027,Zero-migration,1366084.5
Cyprus,2028,Zero-migration,1369015.5
Cyprus,2029,Zero-migration,1371427.5
Cyprus,2030,Zero-migration,1373335.5
Cyprus,2031,Zero-migration,1374744
Cyprus,2032,Zero-migration,1375656.5
Cyprus,2033,Zero-migration,1376089.5
Cyprus,2034,Zero-migration,1376051
Cyprus,2035,Zero-migration,1375548.5
Cyprus,2036,Zero-migration,1374609
Cyprus,2037,Zero-migration,1373271
Cyprus,2038,Zero-migration,1371562
Cyprus,2039,Zero-migration,1369517.5
Cyprus,2040,Zero-migration,1367161.5
Cyprus,2041,Zero-migration,1364517
Cyprus,2042,Zero-migration,1361606.5
Cyprus,2043,Zero-migration,1358455.5
Cyprus,2044,Zero-migration,1355090.5
Cyprus,2045,Zero-migration,1351529
Cyprus,2046,Zero-migration,1347783.5
Cyprus,2047,Zero-migration,1343858
Cyprus,2048,Zero-migration,1339767
Cyprus,2049,Zero-migration,1335503.5
Cyprus,2050,Zero-migration,1331069
Cyprus,2051,Zero-migration,1326463.5
Cyprus,2052,Zero-migration,1321660
Cyprus,2053,Zero-migration,1316654.5
Cyprus,2054,Zero-migration,1311434.5
Cyprus,2055,Zero-migration,1305956.5
Cyprus,2056,Zero-migration,1300196
Cyprus,2057,Zero-migration,1294136.5
Cyprus,2058,Zero-migration,1287746
Cyprus,2059,Zero-migration,1281010
Cyprus,2060,Zero-migration,1273905.5
Cyprus,2061,Zero-migration,1266414.5
Cyprus,2062,Zero-migration,1258532.5
Cyprus,2063,Zero-migration,1250253
Cyprus,2064,Zero-migration,1241559
Cyprus,2065,Zero-migration,1232440
Cyprus,2066,Zero-migration,1222907.5
Cyprus,2067,Zero-migration,1212969.5
Cyprus,2068,Zero-migration,1202638
Cyprus,2069,Zero-migration,1191926.5
Cyprus,2070,Zero-migration,1180862.5
Cyprus,2071,Zero-migration,1169472
Cyprus,2072,Zero-migration,1157784
Cyprus,2073,Zero-migration,1145835
Cyprus,2074,Zero-migration,1133659
Cyprus,2075,Zero-migration,1121310.5
Cyprus,2076,Zero-migration,1108847
Cyprus,2077,Zero-migration,1096321
Cyprus,2078,Zero-migration,1083790
Cyprus,2079,Zero-migration,1071315
Cyprus,2080,Zero-migration,1058948
Cyprus,2081,Zero-migration,1046734
Cyprus,2082,Zero-migration,1034736.5
Cyprus,2083,Zero-migration,1023006.5
Cyprus,2084,Zero-migration,1011576
Cyprus,2085,Zero-migration,1000466.5
Cyprus,2086,Zero-migration,989713.5
Cyprus,2087,Zero-migration,979351
Cyprus,2088,Zero-migration,969387
Cyprus,2089,Zero-migration,959830.5
Cyprus,2090,Zero-migration,950676
Cyprus,2091,Zero-migration,941908.5
Cyprus,2092,Zero-migration,933488
Cyprus,2093,Zero-migration,925386
Cyprus,2094,Zero-migration,917582.5
Cyprus,2095,Zero-migration,910031
Cyprus,2096,Zero-migration,902697.5
Cyprus,2097,Zero-migration,895548.5
Cyprus,2098,Zero-migration,888543
Cyprus,2099,Zero-migration,881649
Cyprus,2100,Zero-migration,874837.5
Czechia,2024,Zero-migration,10778945
Czechia,2025,Zero-migration,10752444
Czechia,2026,Zero-migration,10723417.5
Czechia,2027,Zero-migration,10691901.5
Czechia,2028,Zero-migration,10657851
Czechia,2029,Zero-migration,10621373.5
Czechia,2030,Zero-migration,10582629
Czechia,2031,Zero-migration,10541845.5
Czechia,2032,Zero-migration,10499306
Czechia,2033,Zero-migration,10455234
Czechia,2034,Zero-migration,10409813.5
Czechia,2035,Zero-migration,10363202
Czechia,2036,Zero-migration,10315802
Czechia,2037,Zero-migration,10267967
Czechia,2038,Zero-migration,10219796
Czechia,2039,Zero-migration,10171352.5
Czechia,2040,Zero-migration,10122870.5
Czechia,2041,Zero-migration,10074617.5
Czechia,2042,Zero-migration,10026635.5
Czechia,2043,Zero-migration,9978897
Czechia,2044,Zero-migration,9931369
Czechia,2045,Zero-migration,9884060.5
Czechia,2046,Zero-migration,9836887
Czechia,2047,Zero-migration,9789672.5
Czechia,2048,Zero-migration,9742219.5
Czechia,2049,Zero-migration,9694251.5
Czechia,2050,Zero-migration,9645487
Czechia,2051,Zero-migration,9595636
Czechia,2052,Zero-migration,9544454
Czechia,2053,Zero-migration,9491702.5
Czechia,2054,Zero-migration,9437174
Czechia,2055,Zero-migration,9380734
Czechia,2056,Zero-migration,9322330.5
Czechia,2057,Zero-migration,9261956.5
Czechia,2058,Zero-migration,9199561.5
Czechia,2059,Zero-migration,9135055
Czechia,2060,Zero-migration,9068624.5
Czechia,2061,Zero-migration,9000564.5
Czechia,2062,Zero-migration,8931039.5
Czechia,2063,Zero-migration,8860287
Czechia,2064,Zero-migration,8788655.5
Czechia,2065,Zero-migration,8716507
Czechia,2066,Zero-migration,8644141.5
Czechia,2067,Zero-migration,8571824.5
Czechia,2068,Zero-migration,8499882
Czechia,2069,Zero-migration,8428630
Czechia,2070,Zero-migration,8358337
Czechia,2071,Zero-migration,8289289
Czechia,2072,Zero-migration,8221676.5
Czechia,2073,Zero-migration,8155576.5
Czechia,2074,Zero-migration,8091066
Czechia,2075,Zero-migration,8028145.5
Czechia,2076,Zero-migration,7966839
Czechia,2077,Zero-migration,7907100
Czechia,2078,Zero-migration,7848752
Czechia,2079,Zero-migration,7791804
Czechia,2080,Zero-migration,7736180
Czechia,2081,Zero-migration,7681697.5
Czechia,2082,Zero-migration,7628234
Czechia,2083,Zero-migration,7575679
Czechia,2084,Zero-migration,7523932.5
Czechia,2085,Zero-migration,7472990
Czechia,2086,Zero-migration,7422869.5
Czechia,2087,Zero-migration,7373510
Czechia,2088,Zero-migration,7324804
Czechia,2089,Zero-migration,7276700.5
Czechia,2090,Zero-migration,7229203.5
Czechia,2091,Zero-migration,7182279
Czechia,2092,Zero-migration,7135850
Czechia,2093,Zero-migration,7089777.5
Czechia,2094,Zero-migration,7043950
Czechia,2095,Zero-migration,6998307
Czechia,2096,Zero-migration,6952784.5
Czechia,2097,Zero-migration,6907309
Czechia,2098,Zero-migration,6861772.5
Czechia,2099,Zero-migration,6816116
Czechia,2100,Zero-migration,6770344
Denmark,2024,Zero-migration,5964589.5
Denmark,2025,Zero-migration,5965676
Denmark,2026,Zero-migration,5966052
Denmark,2027,Zero-migration,5965545.5
Denmark,2028,Zero-migration,5964059.5
Denmark,2029,Zero-migration,5961379
Denmark,2030,Zero-migration,5957383.5
Denmark,2031,Zero-migration,5952064
Denmark,2032,Zero-migration,5945355.5
Denmark,2033,Zero-migration,5937209.5
Denmark,2034,Zero-migration,5927674.5
Denmark,2035,Zero-migration,5916860.5
Denmark,2036,Zero-migration,5904835.5
Denmark,2037,Zero-migration,5891644
Denmark,2038,Zero-migration,5877364.5
Denmark,2039,Zero-migration,5862089
Denmark,2040,Zero-migration,5845905
Denmark,2041,Zero-migration,5828904
Denmark,2042,Zero-migration,5811180.5
Denmark,2043,Zero-migration,5792841
Denmark,2044,Zero-migration,5773949.5
Denmark,2045,Zero-migration,5754514
Denmark,2046,Zero-migration,5734558
Denmark,2047,Zero-migration,5714146.5
Denmark,2048,Zero-migration,5693288.5
Denmark,2049,Zero-migration,5671924
Denmark,2050,Zero-migration,5650026.5
Denmark,2051,Zero-migration,5627621
Denmark,2052,Zero-migration,5604742
Denmark,2053,Zero-migration,5581424.5
Denmark,2054,Zero-migration,5557678
Denmark,2055,Zero-migration,5533564
Denmark,2056,Zero-migration,5509053
Denmark,2057,Zero-migration,5484197.5
Denmark,2058,Zero-migration,5459122.5
Denmark,2059,Zero-migration,5433765.5
Denmark,2060,Zero-migration,5408221
Denmark,2061,Zero-migration,5382619.5
Denmark,2062,Zero-migration,5357011.5
Denmark,2063,Zero-migration,5331478.5
Denmark,2064,Zero-migration,5306025
Denmark,2065,Zero-migration,5280674.5
Denmark,2066,Zero-migration,5255414.5
Denmark,2067,Zero-migration,5230160.5
Denmark,2068,Zero-migration,5204865.5
Denmark,2069,Zero-migration,5179525.5
Denmark,2070,Zero-migration,5154189.5
Denmark,2071,Zero-migration,5128821.5
Denmark,2072,Zero-migration,5103365.5
Denmark,2073,Zero-migration,5077759.5
Denmark,2074,Zero-migration,5051947
Denmark,2075,Zero-migration,5025916
Denmark,2076,Zero-migration,4999596
Denmark,2077,Zero-migration,4972892.5
Denmark,2078,Zero-migration,4945768
Denmark,2079,Zero-migration,4918158
Denmark,2080,Zero-migration,4890017
Denmark,2081,Zero-migration,4861339
Denmark,2082,Zero-migration,4832033.5
Denmark,2083,Zero-migration,4802153
Denmark,2084,Zero-migration,4771747.5
Denmark,2085,Zero-migration,4740835
Denmark,2086,Zero-migration,4709561.5
Denmark,2087,Zero-migration,4678049
Denmark,2088,Zero-migration,4646411
Denmark,2089,Zero-migration,4614748
Denmark,2090,Zero-migration,4583142.5
Denmark,2091,Zero-migration,4551767.5
Denmark,2092,Zero-migration,4520677.5
Denmark,2093,Zero-migration,4489900
Denmark,2094,Zero-migration,4459529.5
Denmark,2095,Zero-migration,4429590.5
Denmark,2096,Zero-migration,4400054
Denmark,2097,Zero-migration,4370934.5
Denmark,2098,Zero-migration,4342263
Denmark,2099,Zero-migration,4313991
Denmark,2100,Zero-migration,4286096
Estonia,2024,Zero-migration,1364413
Estonia,2025,Zero-migration,1358713
Estonia,2026,Zero-migration,1352839.5
Estonia,2027,Zero-migration,1346791.5
Estonia,2028,Zero-migration,1340600.5
Estonia,2029,Zero-migration,1334295.5
Estonia,2030,Zero-migration,1327915.5
Estonia,2031,Zero-migration,1321479.5
Estonia,2032,Zero-migration,1315009.5
Estonia,2033,Zero-migration,1308534
Estonia,2034,Zero-migration,1302078
Estonia,2035,Zero-migration,1295672.5
Estonia,2036,Zero-migration,1289322.5
Estonia,2037,Zero-migration,1283044.5
Estonia,2038,Zero-migration,1276825
Estonia,2039,Zero-migration,1270633
Estonia,2040,Zero-migration,1264474
Estonia,2041,Zero-migration,1258323.5
Estonia,2042,Zero-migration,1252163.5
Estonia,2043,Zero-migration,1245978.5
Estonia,2044,Zero-migration,1239748
Estonia,2045,Zero-migration,1233461
Estonia,2046,Zero-migration,1227088
Estonia,2047,Zero-migration,1220604.5
Estonia,2048,Zero-migration,1213992.5
Estonia,2049,Zero-migration,1207257.5
Estonia,2050,Zero-migration,1200387
Estonia,2051,Zero-migration,1193347
Estonia,2052,Zero-migration,1186145
Estonia,2053,Zero-migration,1178778.5
Estonia,2054,Zero-migration,1171241.5
Estonia,2055,Zero-migration,1163535
Estonia,2056,Zero-migration,1155660
Estonia,2057,Zero-migration,1147627
Estonia,2058,Zero-migration,1139459
Estonia,2059,Zero-migration,1131165
Estonia,2060,Zero-migration,1122747.5
Estonia,2061,Zero-migration,1114242
Estonia,2062,Zero-migration,1105680.5
Estonia,2063,Zero-migration,1097083
Estonia,2064,Zero-migration,1088467.5
Estonia,2065,Zero-migration,1079842
Estonia,2066,Zero-migration,1071216.5
Estonia,2067,Zero-migration,1062595.5
Estonia,2068,Zero-migration,1053985.5
Estonia,2069,Zero-migration,1045400.5
Estonia,2070,Zero-migration,1036851
Estonia,2071,Zero-migration,1028353.5
Estonia,2072,Zero-migration,1019916.5
Estonia,2073,Zero-migration,1011541
Estonia,2074,Zero-migration,1003225.5
Estonia,2075,Zero-migration,994971.5
Estonia,2076,Zero-migration,986777
Estonia,2077,Zero-migration,978639
Estonia,2078,Zero-migration,970563
Estonia,2079,Zero-migration,962560.5
Estonia,2080,Zero-migration,954640.5
Estonia,2081,Zero-migration,946808.5
Estonia,2082,Zero-migration,939088
Estonia,2083,Zero-migration,931485
Estonia,2084,Zero-migration,924003
Estonia,2085,Zero-migration,916659.5
Estonia,2086,Zero-migration,909446
Estonia,2087,Zero-migration,902376.5
Estonia,2088,Zero-migration,895466
Estonia,2089,Zero-migration,888688.5
Estonia,2090,Zero-migration,882029.5
Estonia,2091,Zero-migration,875481
Estonia,2092,Zero-migration,869021
Estonia,2093,Zero-migration,862626.5
Estonia,2094,Zero-migration,856278
Estonia,2095,Zero-migration,849956.5
Estonia,2096,Zero-migration,843638
Estonia,2097,Zero-migration,837310.5
Estonia,2098,Zero-migration,830971
Estonia,2099,Zero-migration,824606.5
Estonia,2100,Zero-migration,818205.5
Finland,2024,Zero-migration,5603869
Finland,2025,Zero-migration,5587186.5
Finland,2026,Zero-migration,5569792.5
Finland,2027,Zero-migration,5551631
Finland,2028,Zero-migration,5532636
Finland,2029,Zero-migration,5512752.5
Finland,2030,Zero-migration,5491962
Finland,2031,Zero-migration,5470215.5
Finland,2032,Zero-migration,5447534.5
Finland,2033,Zero-migration,5423982
Finland,2034,Zero-migration,5399609
Finland,2035,Zero-migration,5374450.5
Finland,2036,Zero-migration,5348593.5
Finland,2037,Zero-migration,5322109
Finland,2038,Zero-migration,5295030.5
Finland,2039,Zero-migration,5267435.5
Finland,2040,Zero-migration,5239357
Finland,2041,Zero-migration,5210824
Finland,2042,Zero-migration,5181938
Finland,2043,Zero-migration,5152722
Finland,2044,Zero-migration,5123136.5
Finland,2045,Zero-migration,5093180.5
Finland,2046,Zero-migration,5062849.5
Finland,2047,Zero-migration,5032177.5
Finland,2048,Zero-migration,5001183.5
Finland,2049,Zero-migration,4969779
Finland,2050,Zero-migration,4937919
Finland,2051,Zero-migration,4905645
Finland,2052,Zero-migration,4873017.5
Finland,2053,Zero-migration,4840082
Finland,2054,Zero-migration,4806825
Finland,2055,Zero-migration,4773308.5
Finland,2056,Zero-migration,4739640.5
Finland,2057,Zero-migration,4705884
Finland,2058,Zero-migration,4672175.5
Finland,2059,Zero-migration,4638577.5
Finland,2060,Zero-migration,4605108.5
Finland,2061,Zero-migration,4571861
Finland,2062,Zero-migration,4538855.5
Finland,2063,Zero-migration,4506023
Finland,2064,Zero-migration,4473335.5
Finland,2065,Zero-migration,4440761.5
Finland,2066,Zero-migration,4408206.5
Finland,2067,Zero-migration,4375634
Finland,2068,Zero-migration,4342923
Finland,2069,Zero-migration,4310023
Finland,2070,Zero-migration,4276918
Finland,2071,Zero-migration,4243583
Finland,2072,Zero-migration,4209979.5
Finland,2073,Zero-migration,4176078
Finland,2074,Zero-migration,4141887.5
Finland,2075,Zero-migration,4107394
Finland,2076,Zero-migration,4072574
Finland,2077,Zero-migration,4037473.5
Finland,2078,Zero-migration,4002162
Finland,2079,Zero-migration,3966613
Finland,2080,Zero-migration,3930847
Finland,2081,Zero-migration,3894944
Finland,2082,Zero-migration,3858942.5
Finland,2083,Zero-migration,3822918
Finland,2084,Zero-migration,3786918.5
Finland,2085,Zero-migration,3750926.5
Finland,2086,Zero-migration,3715034.5
Finland,2087,Zero-migration,3679307.5
Finland,2088,Zero-migration,3643836.5
Finland,2089,Zero-migration,3608687
Finland,2090,Zero-migration,3573914
Finland,2091,Zero-migration,3539544
Finland,2092,Zero-migration,3505594.5
Finland,2093,Zero-migration,3472095.5
Finland,2094,Zero-migration,3438991
Finland,2095,Zero-migration,3406234
Finland,2096,Zero-migration,3373800.5
Finland,2097,Zero-migration,3341641
Finland,2098,Zero-migration,3309670
Finland,2099,Zero-migration,3277858
Finland,2100,Zero-migration,3246162
France,2024,Zero-migration,66503262
France,2025,Zero-migration,66514301
France,2026,Zero-migration,66519234
France,2027,Zero-migration,66518744.5
France,2028,Zero-migration,66513277.5
France,2029,Zero-migration,66503257.5
France,2030,Zero-migration,66488384.5
