Location,Time,Variant,Value
Latvia,2097,Median,953916.5
Latvia,2098,Median,944438
Latvia,2099,Median,934894.5
Latvia,2100,Median,925371
Lithuania,1990,Median,3695012.5
Lithuania,1991,Median,3701407.5
Lithuania,1992,Median,3697544.5
Lithuania,1993,Median,3680196.5
Lithuania,1994,Median,3654891
Lithuania,1995,Median,3627038
Lithuania,1996,Median,3599711.5
Lithuania,1997,Median,3573409
Lithuania,1998,Median,3547770.5
Lithuania,1999,Median,3522901.5
Lithuania,2000,Median,3500402
Lithuania,2001,Median,3473004
Lithuania,2002,Median,3444050.5
Lithuania,2003,Median,3415278
Lithuania,2004,Median,3376699
Lithuania,2005,Median,3322263
Lithuania,2006,Median,3269808
Lithuania,2007,Median,3231374
Lithuania,2008,Median,3198480.5
Lithuania,2009,Median,3163254
Lithuania,2010,Median,3097719.5
Lithuania,2011,Median,3028641.5
Lithuania,2012,Median,2988329.5
Lithuania,2013,Median,2958360.5
Lithuania,2014,Median,2933168
Lithuania,2015,Median,2905764
Lithuania,2016,Median,2869109.5
Lithuania,2017,Median,2829312.5
Lithuania,2018,Median,2802478
Lithuania,2019,Median,2795058
Lithuania,2020,Median,2795764.5
Lithuania,2021,Median,2794487.5
Lithuania,2022,Median,2816919.5
Lithuania,2023,Median,2854099
Lithuania,2024,Median,2859109.5
Lithuania,2025,Median,2830144.5
Lithuania,2026,Median,2797338
Lithuania,2027,Median,2774225.5
Lithuania,2028,Median,2751169.5
Lithuania,2029,Median,2728543
Lithuania,2030,Median,2706358
Lithuania,2031,Median,2684469.5
Lithuania,2032,Median,2662806
Lithuania,2033,Median,2641152.5
Lithuania,2034,Median,2619272.5
Lithuania,2035,Median,2597391.5
Lithuania,2036,Median,2575501
Lithuania,2037,Median,2553096.5
Lithuania,2038,Median,2530462
Lithuania,2039,Median,2507571.5
Lithuania,2040,Median,2484835
Lithuania,2041,Median,2462456
Lithuania,2042,Median,2439831.5
Lithuania,2043,Median,2416940
Lithuania,2044,Median,2394333
Lithuania,2045,Median,2372136.5
Lithuania,2046,Median,2349907.5
Lithuania,2047,Median,2327241.5
Lithuania,2048,Median,2304355.5
Lithuania,2049,Median,2281737.5
Lithuania,2050,Median,2258774
Lithuania,2051,Median,2235291
Lithuania,2052,Median,2211553.5
Lithuania,2053,Median,2187825.5
Lithuania,2054,Median,2164009
Lithuania,2055,Median,2139759
Lithuania,2056,Median,2115391.5
Lithuania,2057,Median,2091118
Lithuania,2058,Median,2066922.9999999998
Lithuania,2059,Median,2042816
Lithuania,2060,Median,2018844
Lithuania,2061,Median,1995248.5
Lithuania,2062,Median,1971968
Lithuania,2063,Median,1949084
Lithuania,2064,Median,1926552
Lithuania,2065,Median,1903850.5
Lithuania,2066,Median,1881175
Lithuania,2067,Median,1858811.5
Lithuania,2068,Median,1836706.5
Lithuania,2069,Median,1814678
Lithuania,2070,Median,1792884
Lithuania,2071,Median,1771446
Lithuania,2072,Median,1750199.5
Lithuania,2073,Median,1729087
Lithuania,2074,Median,1707775.5
Lithuania,2075,Median,1686322.5
Lithuania,2076,Median,1664955
Lithuania,2077,Median,1643650.5
Lithuania,2078,Median,1622387.5
Lithuania,2079,Median,1601171
Lithuania,2080,Median,1579986.5
Lithuania,2081,Median,1558790
Lithuania,2082,Median,1537665.5
Lithuania,2083,Median,1516734
Lithuania,2084,Median,1496074.5
Lithuania,2085,Median,1475573
Lithuania,2086,Median,1455415.5
Lithuania,2087,Median,1435623.5
Lithuania,2088,Median,1415934
Lithuania,2089,Median,1396578.5
Lithuania,2090,Median,1377668
Lithuania,2091,Median,1359111.5
Lithuania,2092,Median,1340912.5
Lithuania,2093,Median,1323187
Lithuania,2094,Median,1306015.5
Lithuania,2095,Median,1289080.5
Lithuania,2096,Median,1272407
Lithuania,2097,Median,1256182.5
Lithuania,2098,Median,1240218
Lithuania,2099,Median,1224404.5
Lithuania,2100,Median,1208675
Luxembourg,1990,Median,381700
Luxembourg,1991,Median,386817
Luxembourg,1992,Median,391963.5
Luxembourg,1993,Median,397200
Luxembourg,1994,Median,402590
Luxembourg,1995,Median,408227
Luxembourg,1996,Median,413776.5
Luxembourg,1997,Median,418968.5
Luxembourg,1998,Median,424154.5
Luxembourg,1999,Median,429897
Luxembourg,2000,Median,436132.5
Luxembourg,2001,Median,441751.5
Luxembourg,2002,Median,446388.5
Luxembourg,2003,Median,451838
Luxembourg,2004,Median,458295.5
Luxembourg,2005,Median,465363.5
Luxembourg,2006,Median,472866
Luxembourg,2007,Median,480270
Luxembourg,2008,Median,488990.5
Luxembourg,2009,Median,498186.5
Luxembourg,2010,Median,507410
Luxembourg,2011,Median,518583.99999999994
Luxembourg,2012,Median,530947.5
Luxembourg,2013,Median,543353.5
Luxembourg,2014,Median,556279
Luxembourg,2015,Median,569536
Luxembourg,2016,Median,583506
Luxembourg,2017,Median,596495.5
Luxembourg,2018,Median,608101
Luxembourg,2019,Median,620163
Luxembourg,2020,Median,630597
Luxembourg,2021,Median,640274
Luxembourg,2022,Median,653312.5
Luxembourg,2023,Median,665098
Luxembourg,2024,Median,673036
Luxembourg,2025,Median,680453.5
Luxembourg,2026,Median,687448.5
Luxembourg,2027,Median,694278
Luxembourg,2028,Median,701077
Luxembourg,2029,Median,707591
Luxembourg,2030,Median,713667
Luxembourg,2031,Median,719434
Luxembourg,2032,Median,725078
Luxembourg,2033,Median,730521
Luxembourg,2034,Median,735651
Luxembourg,2035,Median,740628.5
Luxembourg,2036,Median,745418
Luxembourg,2037,Median,749911
Luxembourg,2038,Median,754310.5
Luxembourg,2039,Median,758650.5
Luxembourg,2040,Median,762673
Luxembourg,2041,Median,766431.5
Luxembourg,2042,Median,770069.5
Luxembourg,2043,Median,773435
Luxembourg,2044,Median,776535
Luxembourg,2045,Median,779539
Luxembourg,2046,Median,782347
Luxembourg,2047,Median,784904
Luxembourg,2048,Median,787350.5
Luxembourg,2049,Median,789571
Luxembourg,2050,Median,791464
Luxembourg,2051,Median,793283
Luxembourg,2052,Median,794906
Luxembourg,2053,Median,796237.5
Luxembourg,2054,Median,797493
Luxembourg,2055,Median,798658
Luxembourg,2056,Median,799411.5
Luxembourg,2057,Median,799812
Luxembourg,2058,Median,800205
Luxembourg,2059,Median,800515
Luxembourg,2060,Median,800675
Luxembourg,2061,Median,800796.5
Luxembourg,2062,Median,800771
Luxembourg,2063,Median,800535.5
Luxembourg,2064,Median,800258
Luxembourg,2065,Median,799937.5
Luxembourg,2066,Median,799551
Luxembourg,2067,Median,799018
Luxembourg,2068,Median,798328.5
Luxembourg,2069,Median,797479.5
Luxembourg,2070,Median,796328.5
Luxembourg,2071,Median,795145.5
Luxembourg,2072,Median,793929
Luxembourg,2073,Median,792529.5
Luxembourg,2074,Median,791181.5
Luxembourg,2075,Median,789866.5
Luxembourg,2076,Median,788498.5
Luxembourg,2077,Median,787038
Luxembourg,2078,Median,785565
Luxembourg,2079,Median,784036.5
Luxembourg,2080,Median,782395
Luxembourg,2081,Median,780656.5
Luxembourg,2082,Median,778774.5
Luxembourg,2083,Median,777016
Luxembourg,2084,Median,775302
Luxembourg,2085,Median,773446
Luxembourg,2086,Median,771558.5
Luxembourg,2087,Median,769637.5
Luxembourg,2088,Median,767781.5
Luxembourg,2089,Median,766049.5
Luxembourg,2090,Median,764383.5
Luxembourg,2091,Median,762658
Luxembourg,2092,Median,761034.5
Luxembourg,2093,Median,759532
Luxembourg,2094,Median,757956
Luxembourg,2095,Median,756502
Luxembourg,2096,Median,755032
Luxembourg,2097,Median,753307
Luxembourg,2098,Median,751533
Luxembourg,2099,Median,749773.5
Luxembourg,2100,Median,747990.5
Malta,1990,Median,367908
Malta,1991,Median,371331.5
Malta,1992,Median,374794.5
Malta,1993,Median,378217
Malta,1994,Median,381454
Malta,1995,Median,384549.5
Malta,1996,Median,387624
Malta,1997,Median,390679
Malta,1998,Median,393774.5
Malta,1999,Median,396888.5
Malta,2000,Median,399895
Malta,2001,Median,402784.5
Malta,2002,Median,405564.5
Malta,2003,Median,408226.5
Malta,2004,Median,410797.5
Malta,2005,Median,413319.5
Malta,2006,Median,415454.5
Malta,2007,Median,417196.5
Malta,2008,Median,418969
Malta,2009,Median,420794.5
Malta,2010,Median,422650.5
Malta,2011,Median,424628.5
Malta,2012,Median,426610.5
Malta,2013,Median,428452.5
Malta,2014,Median,434484.5
Malta,2015,Median,444980.5
Malta,2016,Median,455269
Malta,2017,Median,467902.5
Malta,2018,Median,484557.5
Malta,2019,Median,504015.5
Malta,2020,Median,518206.5
Malta,2021,Median,524376.5
Malta,2022,Median,528192
Malta,2023,Median,532956
Malta,2024,Median,539607
Malta,2025,Median,545405
Malta,2026,Median,549011
Malta,2027,Median,550975
Malta,2028,Median,552704.5
Malta,2029,Median,554105.5
Malta,2030,Median,555231.5
Malta,2031,Median,556120
Malta,2032,Median,556776.5
Malta,2033,Median,557107.5
Malta,2034,Median,556971
Malta,2035,Median,556508
Malta,2036,Median,555881.5
Malta,2037,Median,555097.5
Malta,2038,Median,554105
Malta,2039,Median,552937.5
Malta,2040,Median,551735
Malta,2041,Median,550460
Malta,2042,Median,549118.5
Malta,2043,Median,547706
Malta,2044,Median,546198.5
Malta,2045,Median,544634
Malta,2046,Median,543000.5
Malta,2047,Median,541206.5
Malta,2048,Median,539339
Malta,2049,Median,537578.5
Malta,2050,Median,535721.5
Malta,2051,Median,533639
Malta,2052,Median,531486
Malta,2053,Median,529382
Malta,2054,Median,527344.5
Malta,2055,Median,525220.5
Malta,2056,Median,522957
Malta,2057,Median,520714.50000000006
Malta,2058,Median,518438.99999999994
Malta,2059,Median,515977.99999999994
Malta,2060,Median,513364.00000000006
Malta,2061,Median,510684.5
Malta,2062,Median,507861
Malta,2063,Median,504927.5
Malta,2064,Median,501905.5
Malta,2065,Median,498707.5
Malta,2066,Median,495360
Malta,2067,Median,491869.5
Malta,2068,Median,488205.5
Malta,2069,Median,484408.5
Malta,2070,Median,480568.5
Malta,2071,Median,476649
Malta,2072,Median,472614.5
Malta,2073,Median,468506
Malta,2074,Median,464339
Malta,2075,Median,460095.5
Malta,2076,Median,455646
Malta,2077,Median,451058
Malta,2078,Median,446498.5
Malta,2079,Median,441927.5
Malta,2080,Median,437323.5
Malta,2081,Median,432663
Malta,2082,Median,428050
Malta,2083,Median,423479
Malta,2084,Median,418920.5
Malta,2085,Median,414484.5
Malta,2086,Median,410087.5
Malta,2087,Median,405755.5
Malta,2088,Median,401639.5
Malta,2089,Median,397651
Malta,2090,Median,393681.5
Malta,2091,Median,389790.5
Malta,2092,Median,386056.5
Malta,2093,Median,382459.5
Malta,2094,Median,378909
Malta,2095,Median,375413
Malta,2096,Median,372094
Malta,2097,Median,368943.5
Malta,2098,Median,365881
Malta,2099,Median,362878
Malta,2100,Median,359931.5
Netherlands,1990,Median,15030878
Netherlands,1991,Median,15155090
Netherlands,1992,Median,15276785
Netherlands,1993,Median,15389720
Netherlands,1994,Median,15485449
Netherlands,1995,Median,15565032.5
Netherlands,1996,Median,15640027
Netherlands,1997,Median,15723622
Netherlands,1998,Median,15827107
Netherlands,1999,Median,15940184
Netherlands,2000,Median,16058759.5
Netherlands,2001,Median,16182705
Netherlands,2002,Median,16288051
Netherlands,2003,Median,16366912
Netherlands,2004,Median,16425565.5
Netherlands,2005,Median,16465710
Netherlands,2006,Median,16493851.5
Netherlands,2007,Median,16531357
Netherlands,2008,Median,16597258.000000002
Netherlands,2009,Median,16684150.000000002
Netherlands,2010,Median,16771235
Netherlands,2011,Median,16851057
Netherlands,2012,Median,16915193.5
Netherlands,2013,Median,16967063
Netherlands,2014,Median,17030088.5
Netherlands,2015,Median,17107433
Netherlands,2016,Median,17204693
Netherlands,2017,Median,17315370
Netherlands,2018,Median,17421279.5
Netherlands,2019,Median,17537507
Netherlands,2020,Median,17636731
Netherlands,2021,Median,17730563.5
Netherlands,2022,Median,17904421
Netherlands,2023,Median,18092524.5
Netherlands,2024,Median,18228741.5
Netherlands,2025,Median,18346819
Netherlands,2026,Median,18448775.5
Netherlands,2027,Median,18538017
Netherlands,2028,Median,18619097.5
Netherlands,2029,Median,18692512.5
Netherlands,2030,Median,18757217
Netherlands,2031,Median,18813964.5
Netherlands,2032,Median,18863760.5
Netherlands,2033,Median,18908217
Netherlands,2034,Median,18946182.5
Netherlands,2035,Median,18977352
Netherlands,2036,Median,19004539.5
Netherlands,2037,Median,19026567.5
Netherlands,2038,Median,19043263.5
Netherlands,2039,Median,19055408
Netherlands,2040,Median,19062983
Netherlands,2041,Median,19066147
Netherlands,2042,Median,19064875
Netherlands,2043,Median,19060464
Netherlands,2044,Median,19052666
Netherlands,2045,Median,19041974.5
Netherlands,2046,Median,19030540.5
Netherlands,2047,Median,19016273
Netherlands,2048,Median,18998732.5
Netherlands,2049,Median,18979462.5
Netherlands,2050,Median,18958475
Netherlands,2051,Median,18934376.5
Netherlands,2052,Median,18909117
Netherlands,2053,Median,18884311
Netherlands,2054,Median,18858186.5
Netherlands,2055,Median,18831090
Netherlands,2056,Median,18801740
Netherlands,2057,Median,18770838
Netherlands,2058,Median,18740761
Netherlands,2059,Median,18711794.5
Netherlands,2060,Median,18683350
Netherlands,2061,Median,18655388.5
Netherlands,2062,Median,18629643.5
Netherlands,2063,Median,18605904.5
Netherlands,2064,Median,18582979.5
Netherlands,2065,Median,18561279
Netherlands,2066,Median,18541467.5
Netherlands,2067,Median,18524712.5
Netherlands,2068,Median,18509437
Netherlands,2069,Median,18494005.5
Netherlands,2070,Median,18478454
Netherlands,2071,Median,18462958.5
Netherlands,2072,Median,18446838
Netherlands,2073,Median,18429276
Netherlands,2074,Median,18411117
Netherlands,2075,Median,18391537.5
Netherlands,2076,Median,18368106
Netherlands,2077,Median,18340784
Netherlands,2078,Median,18311972
Netherlands,2079,Median,18282172.5
Netherlands,2080,Median,18251350
Netherlands,2081,Median,18218893
Netherlands,2082,Median,18184063
Netherlands,2083,Median,18147837.5
Netherlands,2084,Median,18111023.5
Netherlands,2085,Median,18074357
Netherlands,2086,Median,18036255
Netherlands,2087,Median,17998307.5
Netherlands,2088,Median,17960227
Netherlands,2089,Median,17920220.5
Netherlands,2090,Median,17878905
Netherlands,2091,Median,17838038.5
Netherlands,2092,Median,17798797
Netherlands,2093,Median,17759141.5
Netherlands,2094,Median,17719668
Netherlands,2095,Median,17681341.5
Netherlands,2096,Median,17644610.5
Netherlands,2097,Median,17609469.5
Netherlands,2098,Median,17575440
Netherlands,2099,Median,17541909
Netherlands,2100,Median,17507517.5
Poland,1990,Median,38055455
Poland,1991,Median,38152947
Poland,1992,Median,38233640
Poland,1993,Median,38294881.5
Poland,1994,Median,38344312.5
Poland,1995,Median,38364667
Poland,1996,Median,38359170.5
Poland,1997,Median,38348310
Poland,1998,Median,38326436.5
Poland,1999,Median,38287712.5
Poland,2000,Median,38258071.5
Poland,2001,Median,38247356.5
Poland,2002,Median,38229408
Poland,2003,Median,38203524
Poland,2004,Median,38167572
Poland,2005,Median,38124379
Poland,2006,Median,38071167
Poland,2007,Median,38020421
Poland,2008,Median,37995902
Poland,2009,Median,38002155
Poland,2010,Median,38095351.5
Poland,2011,Median,38208642.5
Poland,2012,Median,38247867.5
Poland,2013,Median,38259262.5
Poland,2014,Median,38265113
Poland,2015,Median,38266314
Poland,2016,Median,38263265
Poland,2017,Median,38254958.5
Poland,2018,Median,38241070.5
Poland,2019,Median,38225884.5
Poland,2020,Median,38171012
Poland,2021,Median,38040301.5
Poland,2022,Median,38385739
Poland,2023,Median,38762843.5
Poland,2024,Median,38539201
Poland,2025,Median,38140909.5
Poland,2026,Median,37843188.5
Poland,2027,Median,37695020
Poland,2028,Median,37538256.5
Poland,2029,Median,37372274.5
Poland,2030,Median,37198542.5
Poland,2031,Median,37018012.5
Poland,2032,Median,36831176.5
Poland,2033,Median,36639819.5
Poland,2034,Median,36443899
Poland,2035,Median,36243787.5
Poland,2036,Median,36038936.5
Poland,2037,Median,35829756
Poland,2038,Median,35617022.5
Poland,2039,Median,35400130
Poland,2040,Median,35179553.5
Poland,2041,Median,34956334
Poland,2042,Median,34729708
Poland,2043,Median,34499249.5
Poland,2044,Median,34266473.5
Poland,2045,Median,34031059
Poland,2046,Median,33792870
Poland,2047,Median,33552186.999999996
Poland,2048,Median,33309095.500000004
Poland,2049,Median,33063235.500000004
Poland,2050,Median,32814096.5
Poland,2051,Median,32561485
Poland,2052,Median,32306331.5
Poland,2053,Median,32048060
Poland,2054,Median,31785805
Poland,2055,Median,31520111
Poland,2056,Median,31250569
Poland,2057,Median,30977834
Poland,2058,Median,30702323.5
Poland,2059,Median,30422635
Poland,2060,Median,30139158
Poland,2061,Median,29852068
Poland,2062,Median,29560836
Poland,2063,Median,29265319
Poland,2064,Median,28965167.5
Poland,2065,Median,28661471
Poland,2066,Median,28354483
Poland,2067,Median,28044401.5
Poland,2068,Median,27732016.5
Poland,2069,Median,27418153
Poland,2070,Median,27103555.5
Poland,2071,Median,26788405
Poland,2072,Median,26472932
Poland,2073,Median,26157701
Poland,2074,Median,25844144.5
Poland,2075,Median,25533666
Poland,2076,Median,25226489
Poland,2077,Median,24922265
Poland,2078,Median,24622711
Poland,2079,Median,24328047.5
Poland,2080,Median,24037703
Poland,2081,Median,23752655
Poland,2082,Median,23472816.5
Poland,2083,Median,23198842.5
Poland,2084,Median,22931401
Poland,2085,Median,22670483.5
Poland,2086,Median,22415539.5
Poland,2087,Median,22166289.5
Poland,2088,Median,21922659
Poland,2089,Median,21684893.5
Poland,2090,Median,21452557.5
Poland,2091,Median,21225016
Poland,2092,Median,21002066.5
Poland,2093,Median,20783173.5
Poland,2094,Median,20567784
Poland,2095,Median,20355965
Poland,2096,Median,20146818.5
Poland,2097,Median,19939806
Poland,2098,Median,19734944
Poland,2099,Median,19531649
Poland,2100,Median,19329838.5
Portugal,1990,Median,9989524
Portugal,1991,Median,9969176.5
Portugal,1992,Median,9960339.5
Portugal,1993,Median,9972341.5
Portugal,1994,Median,9998486.5
Portugal,1995,Median,10031750.5
Portugal,1996,Median,10067649
Portugal,1997,Median,10110551.5
Portugal,1998,Median,10159525.5
Portugal,1999,Median,10214871.5
Portugal,2000,Median,10283204.5
Portugal,2001,Median,10354324.5
Portugal,2002,Median,10413044
Portugal,2003,Median,10454245
Portugal,2004,Median,10481381.5
Portugal,2005,Median,10502993.5
Portugal,2006,Median,10524120
Portugal,2007,Median,10546824.5
Portugal,2008,Median,10564080.5
Portugal,2009,Median,10576267
Portugal,2010,Median,10578660
Portugal,2011,Median,10557052.5
Portugal,2012,Median,10513150
Portugal,2013,Median,10458297.5
Portugal,2014,Median,10406198.5
Portugal,2015,Median,10370267
Portugal,2016,Median,10346372
Portugal,2017,Median,10330844
Portugal,2018,Median,10325353
Portugal,2019,Median,10343213
Portugal,2020,Median,10370519
Portugal,2021,Median,10390955.5
Portugal,2022,Median,10417072.5
Portugal,2023,Median,10430738
Portugal,2024,Median,10425292.5
Portugal,2025,Median,10411833.5
Portugal,2026,Median,10395362.5
Portugal,2027,Median,10377980.5
Portugal,2028,Median,10358298.5
Portugal,2029,Median,10337466
Portugal,2030,Median,10317927
Portugal,2031,Median,10298430
Portugal,2032,Median,10277046
Portugal,2033,Median,10254658.5
Portugal,2034,Median,10231672
Portugal,2035,Median,10208240.5
Portugal,2036,Median,10184658
Portugal,2037,Median,10160794
Portugal,2038,Median,10136256
Portugal,2039,Median,10109982
Portugal,2040,Median,10082255.5
Portugal,2041,Median,10055045.5
Portugal,2042,Median,10028284
Portugal,2043,Median,9999540
Portugal,2044,Median,9969284
Portugal,2045,Median,9938389.5
Portugal,2046,Median,9906340
Portugal,2047,Median,9873439
Portugal,2048,Median,9840569.5
Portugal,2049,Median,9806137.5
Portugal,2050,Median,9770270.5
Portugal,2051,Median,9734815
Portugal,2052,Median,9698456.5
Portugal,2053,Median,9660593
Portugal,2054,Median,9622783
Portugal,2055,Median,9584725
Portugal,2056,Median,9546690.5
Portugal,2057,Median,9509703.5
Portugal,2058,Median,9471601
Portugal,2059,Median,9433240
Portugal,2060,Median,9395884.5
Portugal,2061,Median,9359410.5
Portugal,2062,Median,9323460.5
Portugal,2063,Median,9287297
Portugal,2064,Median,9251225.5
Portugal,2065,Median,9216440
Portugal,2066,Median,9183537.5
Portugal,2067,Median,9151646
Portugal,2068,Median,9119965.5
Portugal,2069,Median,9089207
Portugal,2070,Median,9060609.5
Portugal,2071,Median,9033657
Portugal,2072,Median,9009126
Portugal,2073,Median,8985902.5
Portugal,2074,Median,8962890.5
Portugal,2075,Median,8942124.5
Portugal,2076,Median,8923471.5
Portugal,2077,Median,8907083.5
Portugal,2078,Median,8892950.5
Portugal,2079,Median,8879963
Portugal,2080,Median,8868423.5
Portugal,2081,Median,8857978
Portugal,2082,Median,8848868.5
Portugal,2083,Median,8841732
Portugal,2084,Median,8835313.5
Portugal,2085,Median,8829356.5
Portugal,2086,Median,8824406
Portugal,2087,Median,8819026.5
Portugal,2088,Median,8813661.5
Portugal,2089,Median,8809077.5
Portugal,2090,Median,8804662.5
Portugal,2091,Median,8800534.5
Portugal,2092,Median,8795988.5
Portugal,2093,Median,8791063.5
Portugal,2094,Median,8786368
Portugal,2095,Median,8780287.5
Portugal,2096,Median,8773536
Portugal,2097,Median,8767898.5
Portugal,2098,Median,8763262
Portugal,2099,Median,8758703.5
Portugal,2100,Median,8753987
Romania,1990,Median,22939530
Romania,1991,Median,22947413.5
Romania,1992,Median,22912392.5
Romania,1993,Median,22842250.5
Romania,1994,Median,22756242.5
Romania,1995,Median,22657723
Romania,1996,Median,22541910
Romania,1997,Median,22411512.5
Romania,1998,Median,22284900.5
Romania,1999,Median,22166159
Romania,2000,Median,22046261.5
Romania,2001,Median,21919917.5
Romania,2002,Median,21770016.5
Romania,2003,Median,21593450.5
Romania,2004,Median,21403217.5
Romania,2005,Median,21213387.5
Romania,2006,Median,21035732.5
Romania,2007,Median,20870716
Romania,2008,Median,20718742
Romania,2009,Median,20576926.5
Romania,2010,Median,20432574
Romania,2011,Median,20282011
Romania,2012,Median,20158452.5
Romania,2013,Median,20062921
Romania,2014,Median,19968174
Romania,2015,Median,19871019.5
Romania,2016,Median,19777050.5
Romania,2017,Median,19689401.5
Romania,2018,Median,19597872
Romania,2019,Median,19501542
Romania,2020,Median,19392469
Romania,2021,Median,19248161
Romania,2022,Median,19166772.5
Romania,2023,Median,19118478.5
Romania,2024,Median,19015088
Romania,2025,Median,18908650.5
Romania,2026,Median,18800604.5
Romania,2027,Median,18691557.5
Romania,2028,Median,18581890
Romania,2029,Median,18471048
Romania,2030,Median,18359507
Romania,2031,Median,18247763
Romania,2032,Median,18135675
Romania,2033,Median,18022868.5
Romania,2034,Median,17909246
Romania,2035,Median,17794417
Romania,2036,Median,17678048
Romania,2037,Median,17561291
Romania,2038,Median,17443920.5
Romania,2039,Median,17326562
Romania,2040,Median,17209718
Romania,2041,Median,17091782
Romania,2042,Median,16973751
Romania,2043,Median,16856343.5
Romania,2044,Median,16738279.999999998
Romania,2045,Median,16620320
Romania,2046,Median,16502990.5
Romania,2047,Median,16384828.000000002
Romania,2048,Median,16265694.5
Romania,2049,Median,16146362
Romania,2050,Median,16027266.5
Romania,2051,Median,15907818
Romania,2052,Median,15786540
Romania,2053,Median,15664523
Romania,2054,Median,15541852
Romania,2055,Median,15416580.5
Romania,2056,Median,15288920.5
Romania,2057,Median,15160134
Romania,2058,Median,15030495.5
Romania,2059,Median,14899677.5
Romania,2060,Median,14768088
Romania,2061,Median,14635769
Romania,2062,Median,14502742.5
Romania,2063,Median,14370766
Romania,2064,Median,14240312.5
Romania,2065,Median,14110663.5
Romania,2066,Median,13983436.5
Romania,2067,Median,13859610.5
Romania,2068,Median,13738884.5
Romania,2069,Median,13620624.5
Romania,2070,Median,13504411.5
Romania,2071,Median,13390696.5
Romania,2072,Median,13279476
Romania,2073,Median,13171536.5
Romania,2074,Median,13066168.5
Romania,2075,Median,12962630
Romania,2076,Median,12861113
Romania,2077,Median,12761159
Romania,2078,Median,12662734.5
Romania,2079,Median,12565884.5
Romania,2080,Median,12470346
Romania,2081,Median,12376340.5
Romania,2082,Median,12284928
Romania,2083,Median,12195339.5
Romania,2084,Median,12106780
Romania,2085,Median,12019755
Romania,2086,Median,11933497
Romania,2087,Median,11848517
Romania,2088,Median,11764994.5
Romania,2089,Median,11681725.5
Romania,2090,Median,11598357
Romania,2091,Median,11515528
Romania,2092,Median,11433199
Romania,2093,Median,11350370
Romania,2094,Median,11267855.5
Romania,2095,Median,11185525.5
Romania,2096,Median,11102768
Romania,2097,Median,11019835
Romania,2098,Median,10936474.5
Romania,2099,Median,10852571.5
Romania,2100,Median,10768185
Slovakia,1990,Median,5266078
Slovakia,1991,Median,5284874
Slovakia,1992,Median,5306436
Slovakia,1993,Median,5326360
Slovakia,1994,Median,5343231
Slovakia,1995,Median,5354282
Slovakia,1996,Median,5362428.5
Slovakia,1997,Median,5369779.5
Slovakia,1998,Median,5374796
Slovakia,1999,Median,5378104
Slovakia,2000,Median,5379999
Slovakia,2001,Median,5379437
Slovakia,2002,Median,5377687.5
Slovakia,2003,Median,5376196
Slovakia,2004,Median,5376038.5
Slovakia,2005,Median,5376695
Slovakia,2006,Median,5376846
Slovakia,2007,Median,5376999
Slovakia,2008,Median,5379120.5
Slovakia,2009,Median,5385072.5
Slovakia,2010,Median,5391851
Slovakia,2011,Median,5398108.5
Slovakia,2012,Median,5404871
Slovakia,2013,Median,5410421.5
Slovakia,2014,Median,5415230.5
Slovakia,2015,Median,5420278
Slovakia,2016,Median,5427259
Slovakia,2017,Median,5435700.5
Slovakia,2018,Median,5443232
Slovakia,2019,Median,5450625.5
Slovakia,2020,Median,5455023.5
Slovakia,2021,Median,5442759
Slovakia,2022,Median,5473196.5
Slovakia,2023,Median,5518054.5
Slovakia,2024,Median,5506759.5
Slovakia,2025,Median,5474881
Slovakia,2026,Median,5451342
Slovakia,2027,Median,5441445
Slovakia,2028,Median,5429796
Slovakia,2029,Median,5416436
Slovakia,2030,Median,5401392.5
Slovakia,2031,Median,5384892
Slovakia,2032,Median,5367129.5
Slovakia,2033,Median,5348215.5
Slovakia,2034,Median,5328280
Slovakia,2035,Median,5307343
Slovakia,2036,Median,5285480
Slovakia,2037,Median,5262927.5
Slovakia,2038,Median,5239772.5
Slovakia,2039,Median,5216124.5
Slovakia,2040,Median,5192010
Slovakia,2041,Median,5167469.5
Slovakia,2042,Median,5142686
Slovakia,2043,Median,5117643
Slovakia,2044,Median,5092334.5
Slovakia,2045,Median,5066919.5
Slovakia,2046,Median,5041375.5
Slovakia,2047,Median,5015615
Slovakia,2048,Median,4989620.5
Slovakia,2049,Median,4963257.5
Slovakia,2050,Median,4936488
Slovakia,2051,Median,4909328.5
Slovakia,2052,Median,4881652
Slovakia,2053,Median,4853396.5
Slovakia,2054,Median,4824621.5
Slovakia,2055,Median,4795153
Slovakia,2056,Median,4764788.5
Slovakia,2057,Median,4733608
Slovakia,2058,Median,4701577.5
Slovakia,2059,Median,4668684.5
Slovakia,2060,Median,4635020.5
Slovakia,2061,Median,4600678.5
Slovakia,2062,Median,4565665.5
Slovakia,2063,Median,4530015.5
Slovakia,2064,Median,4493840.5
Slovakia,2065,Median,4457251
Slovakia,2066,Median,4420405.5
Slovakia,2067,Median,4383301.5
Slovakia,2068,Median,4345942.5
Slovakia,2069,Median,4308542
Slovakia,2070,Median,4271287.5
Slovakia,2071,Median,4234288.5
Slovakia,2072,Median,4197586.5
Slovakia,2073,Median,4161327.5000000005
Slovakia,2074,Median,4125693
Slovakia,2075,Median,4090676.5
Slovakia,2076,Median,4056328
Slovakia,2077,Median,4022728.5
Slovakia,2078,Median,3989986
Slovakia,2079,Median,3958104.5
Slovakia,2080,Median,3926992.5
